invoice_number,mis_date,inquiry_number,company,report_total,month_code,order_number
20610263,18-Jul-18,25552,GE Power Systems,60638.4,201807,10610228
20910027,18-Jul-18,19973,Henkel,30341,201807,10910044
20610264,18-Jul-18,19848,GE Power Systems,10800,201807,10610187
20610271,19-Jul-18,20917,GE Power Systems,14400,201807,10610111
20210570,18-Jul-18,25188,Piramal,375602.5,201807,10210527
20210611,26-Jul-18,18422,Henkel,154030.08,201807,10200137
20210572,19-Jul-18,8348,McNally,469.71,201807,10200237
20610268,19-Jul-18,19849,GE Power Systems,4500,201807,10610235
21210028,17-Jul-18,21192,Piramal,6062.5,201807,11210034
20610269,19-Jul-18,18715,GE Power Systems,61740,201807,99999025
20210573,19-Jul-18,20787,SSI,12631.5,201807,10210517
21210036,21-Jul-18,21192,Piramal,1377.4,201807,11210034
20610267,19-Jul-18,18412,GE Power Systems,6750,201807,10300032
20210575,19-Jul-18,21293,Henkel,24930,201807,10210449
20210180,29-May-18,17738,Cummins,128586.96,201805,10200027
20211071,03-Oct-18,26933,Hyosung,11000,201810,10210956
20910026,17-Jul-18,25507,Bharti Airtel,2175,201807,10910055
20910020,27-Jun-18,19877,Graziano,79237.11,201806,10910023
20610272,19-Jul-18,19849,GE Power Systems,9600,201807,10610221
20210400,19-Jun-18,8348,McNally,270226.49,201806,10200237
21210033,20-Jul-18,25342,Piramal,18870,201807,11210033
21210034,20-Jul-18,25397,Piramal,1350,201807,11210035
21210035,20-Jul-18,25390,Piramal,88275,201807,11210036
20210241,21-May-18,18261,GE,265460,201805,10210045
20610265,18-Jul-18,19412,GE Power Systems,2304502,201807,10210151
20610276,20-Jul-18,19848,GE Power Systems,7200,201807,10610187
20211083,04-Oct-18,27163,Cummins,138840,201810,10210894
20210533,12-Jul-18,20813,GE,155555,201807,10210351
20610173,25-Jun-18,21121,ABB India,3217.5,201806,10610140
20210638,28-Jul-18,20600,ZF India,74867.68,201807,10210423
20610278,20-Jul-18,25562,John Energy,42500,201807,10610233
20910095,04-Oct-18,27742,Covestro,44685,201810,10910123
21210031,19-Jul-18,21059,Piramal,50740,201807,11210039
20210587,21-Jul-18,8348,McNally,61858,201807,10200237
20210266,25-May-18,10541,Pragati Power,2729458.74,201805,10200222
20210190,15-May-18,19470,Hyosung,2600,201805,10210072
20210769,20-Aug-18,26357,Henkel,110020.01,201808,10210769
20211058,29-Sep-18,19885,Henkel,899967.4,201809,10210660
20210836,30-Aug-18,20813,GE,350000,201808,10210351
20210592,23-Jul-18,21329,Henkel,5400,201807,10210511
20610177,26-Jun-18,21121,ABB India,2382.25,201806,10610140
20610190,28-Jun-18,21216,ABB India,54080,201806,10610142
20210593,24-Jul-18,25697,Godrej,560000,201807,10210606
20210594,24-Jul-18,25360,JSE,1680978.47,201807,10210601
20210899,07-Sep-18,25925,Henkel,462,201809,10210671
20211000,24-Sep-18,25578,Maschio,1428,201809,10210646
20210841,31-Aug-18,26281,Henkel,2800,201808,10210823
20210933,12-Sep-18,25776,Henkel,7368.41,201809,10210727
20210883,05-Sep-18,26998,Trident Computer,267962.76,201809,10210866
20210635,27-Jul-18,21240,Cummins,3413.8,201807,10210497
20210599,24-Jul-18,25025,Henkel,12000,201807,10210576
20610194,30-Jun-18,21336,ABB India,22630,201806,10610167
21210071,04-Oct-18,27165,Piramal,520,201810,11210066
20210663,02-Aug-18,21120,Cummins,31294.12,201808,10210516
20210979,20-Sep-18,25560,AMAT,852849.46,201809,10210605
20211090,04-Oct-18,27535,Godrej,30375,201810,10211001
20210557,17-Jul-18,25160,Piramal,39900,201807,10210487
20210398,19-Jun-18,20099,GE,9725.25,201806,10210269
20210453,28-Jun-18,17893,Cummins,40925,201806,10210232
20210524,11-Jul-18,25197,Piramal,63325.48,201807,10210502
20610291,25-Jul-18,25089,GE Power Systems,9000,201807,10610191
20210625,27-Jul-18,25376,AMAT,9566,201807,10210538
20610285,24-Jul-18,25556,GE Power Systems,45320,201807,10610250
20610288,25-Jul-18,20792,GE Power Systems,2140,201807,10610102
20610503,01-Oct-18,26984,Nivea India,50000,201810,10610407
20610289,25-Jul-18,18218,GE Power Systems,8000,201807,99999039
20610301,30-Jul-18,19857,GE Power Systems,22425,201807,10610205
20210622,27-Jul-18,21108,Henkel,72750.48,201807,10210429
20210880,05-Sep-18,25817,Henkel,3894.73,201809,10210745
20210532,12-Jul-18,18668,GE,50527.5,201807,10210335
20610294,26-Jul-18,20792,GE Power Systems,2140,201807,10610102
20910019,25-Jun-18,20133,Graziano,368050,201806,10910037
20210815,28-Aug-18,26200,Covestro,3200,201808,10210788
20210610,26-Jul-18,25422,Henkel,147368.42,201807,10210624
20910028,19-Jul-18,21423,Graziano,71091.02,201807,10910047
20610102,05-Jun-18,20155,IR,14400,201806,10610107
21210038,26-Jul-18,20980,Piramal,53339.96,201807,11210017
20610336,10-Aug-18,26017,GE Power Systems,37145,201808,10610270
20610296,26-Jul-18,25198,GE Power Systems,11057.14,201807,10610240
20610279,23-Jul-18,25157,IR,2700,201807,10610226
20610002,09-Apr-18,11032,GE Power Systems,4980,201804,99999050
20610384,27-Aug-18,25198,GE Power Systems,2989.76,201808,10610240
20210616,26-Jul-18,12303,Cairn,2527000,201807,2000035
20210617,26-Jul-18,20766,Henkel,114719,201807,10210451
20210618,26-Jul-18,21486,Henkel,26917.33,201807,10210475
20210619,26-Jul-18,25043,Henkel,10057,201807,10210470
20210221,18-May-18,19971,Entrues Business,54102.88,201805,10210212
20210904,07-Sep-18,26989,Henkel,128325.47,201809,10210868
20210924,11-Sep-18,26388,Henkel,1477.5,201809,10210877
21210039,27-Jul-18,25589,Piramal,17798.71,201807,11210041
21210040,27-Jul-18,25342,Piramal,610,201807,11210033
20610195,30-Jun-18,21121,ABB India,8539.3,201806,10610140
20210980,20-Sep-18,26804,Beckman Coulter,30000,201809,10210871
20610299,27-Jul-18,18323,GE Power Systems,3300,201807,99999033
20610196,30-Jun-18,21404,ABB India,1050,201806,10610176
20210639,30-Jul-18,25218,AMAT,15425.53,201807,10210526
20210199,16-May-18,19344,Cummins,8985,201805,10210213
20211085,04-Oct-18,21105,AMAT,41000,201810,10210556
20910029,24-Jul-18,21425,Graziano,115500,201807,10910052
20211086,04-Oct-18,26695,Henkel,178602.11,201810,10210874
21010016,09-May-18,18038,HSIL,12500,201805,10400009
20210869,04-Sep-18,21401,Henkel,21000,201809,10210790
20210631,27-Jul-18,25081,SSI,206318,201807,10210479
20210932,12-Sep-18,25906,Cummins,70436.83,201809,10210649
20210633,27-Jul-18,25031,Henkel,94000,201807,10210466
20210634,27-Jul-18,21361,Beckman Coulter,26279.07,201807,10210634
20910002,28-May-18,20104,Crosslay Remedies,29500,201805,10910019
20210636,27-Jul-18,25851,JSE,1469564,201807,10210633
21210041,27-Jul-18,25603,Piramal,6290.15,201807,11210040
20610281,24-Jul-18,25468,IR,15965,201807,10610234
20210195,16-May-18,19642,GE,192594,201805,10210139
20610302,30-Jul-18,21229,IR,6000,201807,10610239
20211215,22-Oct-18,25308,Cummins,4000,201810,10210912
20210608,25-Jul-18,21354,Henkel,18440,201807,10210592
20210391,18-Jun-18,19802,AMAT,32250,201806,10210308
20211089,04-Oct-18,21376,Godrej,15030,201810,10210571
21910007,11-Sep-18,26531,Piramal,1084900,201809,11410008
20610197,30-Jun-18,21301,ABB India,2750,201806,10610184
20210985,20-Sep-18,27425,BITUFLEX,865480,201809,10210946
20210399,19-Jun-18,20099,GE,9725.25,201806,10210269
20210644,30-Jul-18,25535,Godrej,21200,201807,10210573
20210646,30-Jul-18,25580,Henkel,23736.84,201807,10210584
20210647,30-Jul-18,25432,Henkel,36842.11,201807,10210616
21210037,24-Jul-18,25001,Piramal,39966.25,201807,11210028
20210307,05-Jun-18,20597,Demosha Chemicals,4880,201806,10210263
20610309,31-Jul-18,10491,GE Power Systems,58750,201807,10610147
20610307,30-Jul-18,20792,GE Power Systems,2140,201807,10610102
20610198,30-Jun-18,21221,ABB India,3000,201806,10610148
20210645,30-Jul-18,25538,Godrej,30060,201807,10210572
20210630,27-Jul-18,21276,Henkel,4671.1,201807,10210491
20610246,13-Jul-18,20755,GE Power Systems,302494,201807,10610202
20610312,31-Jul-18,25039,GE Power Systems,332310.53,201807,10610203
20910030,31-Jul-18,21462,Bharti Airtel,4350,201807,10910041
20910031,31-Jul-18,25235,Bharti Airtel,2175,201807,10910048
20910032,31-Jul-18,25187,Bharti Airtel,1450,201807,10910046
20910033,31-Jul-18,25191,Bharti Airtel,725,201807,10910045
20910034,31-Jul-18,25305,Bharti Airtel,2175,201807,10910051
20910035,31-Jul-18,25417,Bharti Airtel,2175,201807,10910054
20910036,31-Jul-18,25304,Bharti Airtel,2175,201807,10910050
20210930,12-Sep-18,20492,Henkel,142105.26,201809,10210384
20210651,31-Jul-18,25768,AMAT,5731.92,201807,10210627
20210629,27-Jul-18,25706,Piramal,3240,201807,10210610
20210653,31-Jul-18,25347,Henkel,9706,201807,10210591
21210042,31-Jul-18,25221,Piramal,10689.03,201807,11210043
20610313,31-Jul-18,20792,GE Power Systems,2140,201807,10610102
20210408,20-Jun-18,21236,AMAT,50276.6,201806,10210413
20210659,01-Aug-18,21347,Cummins,28055.1,201808,10210574
20610316,31-Jul-18,25225,GE Power Systems,2250,201807,10610255
20210654,31-Jul-18,25691,Henkel,3300,201807,10210638
20210986,20-Sep-18,27425,BITUFLEX,866320,201809,10210946
21210043,31-Jul-18,25724,Piramal,7059.3,201807,11210044
20210804,27-Aug-18,25888,Beckman Coulter,29473.68,201808,10210656
20210912,08-Sep-18,26179,Henkel,48000,201809,10210880
21210044,01-Aug-18,25786,Piramal,9666,201808,11210045
21210045,01-Aug-18,25221,Piramal,220,201808,11210043
20210113,24-Apr-18,19193,Henkel,50210.52,201804,10210092
20211041,28-Sep-18,26523,Henkel,94272.5,201809,10210935
20610559,13-Oct-18,27229,ABB India,7816,201810,10610410
20210188,15-May-18,19633,SSI,7973.68,201805,10210160
20910008,11-Jun-18,19781,HYATT,3750,201806,10910016
20211260,29-Oct-18,20063,Cummins,12872,201810,10210549
20910039,10-Aug-18,25827,Covestro,7800,201808,10910061
20910038,08-Aug-18,20830,DS Namah,222000,201808,10910025
20210690,07-Aug-18,25914,AMAT,7446.8,201808,10210675
20210681,06-Aug-18,19523,Henkel,369088.92,201808,10210453
20610369,22-Aug-18,26253,GE Power Systems,18000,201808,10610289
20211198,17-Oct-18,28026,ZF India,1253.24,201810,10211122
20210682,06-Aug-18,26072,Henkel,62082.37,201808,10210686
20610282,24-Jul-18,25512,IR,57386.36,201807,10610222
20610286,24-Jul-18,25516,IR,7500,201807,10610251
20210669,06-Aug-18,25090,Henkel,23283.35,201808,10210603
20210664,02-Aug-18,26005,JSE,1038370.46,201808,10210665
20910041,10-Aug-18,21473,Covestro,9075,201808,10210604
20610249,13-Jul-18,20755,GE Power Systems,452161,201807,10610202
20210106,23-Apr-18,19610,JSE,416767.44,201804,10210109
20210697,08-Aug-18,25711,Henkel,101262.6,201808,10210645
20210662,02-Aug-18,25301,Maharashtra Seamless,2955,201808,10210636
20210676,06-Aug-18,21045,Stanley Engineered,10175,201808,10210405
20610320,06-Aug-18,16447,GE Power Systems,3300,201808,99999088
20210667,06-Aug-18,25795,Cummins,48333.34,201808,10210637
20610319,06-Aug-18,25801,GE Power Systems,14910,201808,10610256
20610328,07-Aug-18,18323,GE Power Systems,4840,201808,99999033
20210963,18-Sep-18,26892,Godrej,26775,201809,10210913
20610323,06-Aug-18,19847,GE Power Systems,2970.6,201808,10610113
20610324,06-Aug-18,19847,GE Power Systems,2970.6,201808,10610113
21210068,03-Oct-18,27165,Piramal,2585,201810,11210066
21210069,03-Oct-18,27489,Piramal,1897.5,201810,11210067
20610321,06-Aug-18,25052,GE Power Systems,2400,201808,10610259
20210675,06-Aug-18,25049,PRATYARPANA,113762.95,201808,10210630
20610325,06-Aug-18,25225,GE Power Systems,6750,201808,10610255
20210378,15-Jun-18,19531,Cummins,6500,201806,10210340
20610326,06-Aug-18,25172,IR,10900,201808,10610254
20210684,06-Aug-18,19838,Cummins,307300,201808,10210261
20210628,27-Jul-18,25367,Cummins,2988.17,201807,10210552
20210213,18-May-18,17623,Henkel,36737,201805,10200046
20610240,11-Jul-18,18019,GE Power Systems,213135.26,201807,99999045
20610353,16-Aug-18,18412,GE Power Systems,4500,201808,10300032
20610340,13-Aug-18,13035,GE Power Systems,6790.35,201808,99999036
20610359,21-Aug-18,19847,GE Power Systems,5941.2,201808,10610113
20610297,26-Jul-18,25682,IR,2893.2,201807,10610248
21910016,20-Sep-18,26349,Piramal,21315.79,201809,11410001
20910045,14-Aug-18,25825,Covestro,1100,201808,10910068
20210580,20-Jul-18,19940,Cummins,105227.27,201807,10210420
20610354,18-Aug-18,19717,GE Power Systems,44000,201808,10610302
20211091,04-Oct-18,27117,GE,10000,201810,10211004
20210907,07-Sep-18,19358,Henkel,10526.32,201809,10210172
20610486,20-Sep-18,25021,GE Power Systems,16638,201809,10610185
20610009,26-Apr-18,18821,GE Power Systems,12695,201804,10610034
20210432,26-Jun-18,20002,SSI,3783.07,201806,10210333
20210691,07-Aug-18,25380,BEL Optronic,29318.2,201808,10210620
20210672,06-Aug-18,20841,Stanley Engineered,95030,201808,10210612
20210401,19-Jun-18,8348,McNally,76418.93,201806,10200237
20210665,02-Aug-18,25283,Henkel,5557.92,201808,10210593
20210687,07-Aug-18,25965,AMAT,7447,201808,10210658
20210680,06-Aug-18,25146,Henkel,8700,201808,10210587
20210977,20-Sep-18,25053,BEL Optronic,52074,201809,10210797
20210666,06-Aug-18,25139,BEL Optronic,37000.02,201808,10210590
21910033,22-Oct-18,27708,Piramal,63130.5,201810,11410032
20210262,25-May-18,19363,Henkel,37269.98,201805,10210245
20210689,07-Aug-18,25474,AMAT,7777.78,201808,10210557
20210564,17-Jul-18,7407,MGL,584526,201807,10210566
20210263,25-May-18,20074,Henkel,12568.55,201805,10210226
20210696,08-Aug-18,25012,AMAT,61190,201808,10210513
20210705,09-Aug-18,25924,Henkel,1124,201808,10210674
20210706,09-Aug-18,25925,Henkel,4086,201808,10210671
20210540,12-Jul-18,25219,Demosha Chemicals,7308,201807,10210515
20910075,12-Sep-18,26372,Covestro,3600,201809,10910088
20610202,04-Jul-18,21132,ABB India,14190,201807,10610181
20210149,03-May-18,19328,Cummins,6582.62,201805,10210063
20910054,21-Aug-18,26213,Bharti Airtel,2175,201808,10910080
20910051,17-Aug-18,26206,Bharti Airtel,2175,201808,10910075
20210701,09-Aug-18,25971,AMAT,10500,201808,10210678
20710014,04-Apr-18,18125,GE Power Systems,7700,201804,99999040
20210710,09-Aug-18,25331,Adino Telecom,2435.04,201808,10210687
20710046,11-Apr-18,18572,IR,7950,201804,10300063
20610201,02-Jul-18,21001,IR,19000,201807,10610166
20211151,11-Oct-18,25489,Reliance,42823.52,201810,10210911
20211306,03-Nov-18,28387,Piramal,21500,201811,10211164
20210025,09-Apr-18,18086,AT India Autoparts,56212,201804,10210033
20210936,14-Sep-18,25329,Henkel,21915,201809,10210780
20210808,27-Aug-18,25975,Beckman Coulter,171481.05,201808,10210666
20610335,10-Aug-18,26093,GE Power Systems,2220,201808,10610278
20210719,10-Aug-18,25610,AMAT,12800.01,201808,10210683
20910114,30-Oct-18,28458,Henkel,5263.16,201810,10910144
20210799,24-Aug-18,19826,GE,36000,201808,10210312
20910043,14-Aug-18,25903,Covestro,14800,201808,10910070
20210952,18-Sep-18,25809,AMAT,12436.18,201809,10210688
20610345,16-Aug-18,25520,GHCL,14722.5,201808,10610225
20210166,09-May-18,18456,Henkel,3350,201805,10210031
20211236,24-Oct-18,27389,Knexir,2366.64,201810,10211111
20910042,11-Aug-18,25046,Sparsh Welfare Trust,31520,201808,10910057
20610339,11-Aug-18,26125,IR,17526,201808,10610279
20210805,27-Aug-18,25780,Duroshox,4750,201808,10210757
20610610,26-Oct-18,28229,IR,2726.7,201810,10610466
20210723,13-Aug-18,25480,Henkel,360000,201808,10210582
20210885,06-Sep-18,21049,Henkel,26315.79,201809,10210450
20210730,14-Aug-18,25119,Nhava Sheva,11972.22,201808,10210507
20210810,27-Aug-18,20707,Stanley Engineered,21732.4,201808,10210326
20610092,01-Jun-18,20792,GE Power Systems,2140,201806,10610102
20210806,27-Aug-18,25170,Henkel,35873.16,201808,10210789
20610346,16-Aug-18,25073,GHCL,11778,201808,10610223
20610349,16-Aug-18,25171,GHCL,70000,201808,10610231
20610093,01-Jun-18,20792,GE Power Systems,2140,201806,10610102
20210779,20-Aug-18,18753,Stanley Engineered,45850,201808,10200232
20210868,04-Sep-18,17619,Hyosung,29800,201809,2003414
20210712,09-Aug-18,21037,Cummins,124792.58,201808,10210561
20610218,06-Jul-18,21118,ABB India,46046,201807,10610150
20210481,04-Jul-18,20600,ZF India,190.65,201807,10210423
20211032,27-Sep-18,26141,GE,25000,201809,10210896
20210162,09-May-18,19563,Cummins,11480,201805,10210143
20910096,11-Oct-18,27910,Covestro,4950,201810,10910128
20210737,14-Aug-18,25548,IndiaFIRST Robotics,9207.2,201808,10210676
20210738,14-Aug-18,19477,Henkel,212500,201808,10210231
20210421,22-Jun-18,8348,McNally,2634368,201806,10200237
20210471,02-Jul-18,20707,Stanley Engineered,12492.38,201807,10210326
20610250,13-Jul-18,21419,ABB India,45045,201807,10610209
20210107,23-Apr-18,19609,JSE,564483.17,201804,10210108
20210843,31-Aug-18,20494,AMAT,20200,201808,10210836
20210650,31-Jul-18,21243,Henkel,8000,201807,10210640
20610344,16-Aug-18,17991,GE Power Systems,20370,201808,10300021
20610343,16-Aug-18,16562,GE Power Systems,76628,201808,99999062
20910097,11-Oct-18,27519,GlaxoSmithKline,46342,201810,10910118
20210549,13-Jul-18,20600,ZF India,63788.87,201807,10210423
20210766,18-Aug-18,19350,Cummins,8625.89,201808,10210285
21910015,19-Sep-18,26644,Piramal,200484,201809,11410013
20210067,19-Apr-18,15992,GAIL,1500000,201804,10200124
20610422,06-Sep-18,26232,ABB India,866,201809,10610326
20210874,05-Sep-18,26226,AMAT,129000,201809,10210810
20910048,16-Aug-18,26211,Bharti Airtel,2175,201808,10910072
20610545,12-Oct-18,27874,Nivea India,24429.62,201810,10610434
20610513,04-Oct-18,27544,IR,1250,201810,10610413
20211092,04-Oct-18,20029,GE,99148,201810,10210399
20610352,16-Aug-18,26360,GE Power Systems,4000,201808,10610296
20610314,31-Jul-18,21016,GHCL,40674,201807,10610217
20210329,07-Jun-18,20854,IEC-TSL,1894736.84,201806,10210309
20211143,10-Oct-18,27498,Henkel,11515.96,201810,10211037
20210748,16-Aug-18,19358,Henkel,21052.64,201808,10210172
20210867,04-Sep-18,21466,Henkel,11789.48,201809,10210768
20610636,01-Nov-18,28448,Inarco,10878,201811,10610482
20210661,02-Aug-18,20067,Cummins,135500,201808,10210324
20211149,11-Oct-18,27274,Cummins,453.75,201810,10211073
20210780,20-Aug-18,25905,Henkel,3321.05,201808,10210753
20210298,31-May-18,20839,JSE,4277571.69,201805,10210306
21910017,24-Sep-18,26392,Piramal,524622.7,201809,11410017
21210047,06-Aug-18,25750,Piramal,46670,201808,11210046
20210763,18-Aug-18,8348,McNally,35676.39,201808,10200237
20210761,17-Aug-18,25548,IndiaFIRST Robotics,30371.96,201808,10210676
20210527,11-Jul-18,21201,Henkel,18000.08,201807,10210504
20210807,27-Aug-18,26542,Henkel,9210.5,201808,10210782
20610341,14-Aug-18,21482,GHCL,517,201808,10610206
20211296,01-Nov-18,27979,GE,267234.24,201811,10211099
20211152,11-Oct-18,26677,Cummins,234982,201810,10210924
20210757,17-Aug-18,20121,Nhava Sheva,9736.36,201808,10210501
20610355,18-Aug-18,26352,GE Power Systems,4000,201808,10610300
20610356,18-Aug-18,26352,GE Power Systems,12000,201808,10610300
20610357,18-Aug-18,26093,GE Power Systems,1665,201808,10610278
20610347,16-Aug-18,25634,GE Power Systems,24468,201808,10610241
20910037,02-Aug-18,20966,Asahi India Glass,105600,201808,10910059
20210144,03-May-18,18602,Cummins,43500,201805,10200220
20210910,08-Sep-18,20914,Henkel,244735,201809,10210759
20210678,06-Aug-18,25009,Cummins,14666.67,201808,10210668
21210051,18-Aug-18,26085,Piramal,7482.54,201808,11210048
20210739,14-Aug-18,21390,Cummins,2529.4,201808,10210553
20610382,27-Aug-18,10491,GE Power Systems,4465,201808,10610147
20210161,09-May-18,19787,Henkel,16875,201805,10210154
20210158,07-May-18,18020,Cummins,1989.25,201805,10200168
20210126,27-Apr-18,18545,AMAT,4200,201804,10210081
20210454,28-Jun-18,20029,GE,192425,201806,10210399
20210817,28-Aug-18,20029,GE,8740,201808,10210399
20210937,14-Sep-18,25654,Henkel,79530,201809,10210608
21210054,20-Aug-18,25724,Piramal,7400,201808,11210044
21210049,14-Aug-18,26085,Piramal,2600,201808,11210048
21210055,20-Aug-18,26257,Piramal,2576.25,201808,11210052
20910084,20-Sep-18,26901,Delhivery,390000,201809,10910112
20910053,21-Aug-18,20115,Henkel,180400,201808,10910053
20211268,30-Oct-18,25815,Henkel,17023.5,201810,10210690
20210834,30-Aug-18,26738,JSE,1814483.86,201808,10210825
20910085,21-Sep-18,26901,Delhivery,390000,201809,10910112
20210921,11-Sep-18,26770,Adino Telecom,42600,201809,10210833
20210983,20-Sep-18,21297,GE,101800,201809,10210425
20610262,18-Jul-18,25509,IR,700,201807,10610220
20210778,20-Aug-18,25548,IndiaFIRST Robotics,1783.2,201808,10210676
20210460,29-Jun-18,20029,GE,169920,201806,10210399
20210824,29-Aug-18,25548,IndiaFIRST Robotics,300,201808,10210676
20210846,31-Aug-18,25085,Henkel,131042.78,201808,10210534
20211161,12-Oct-18,26416,Godrej,13780,201810,10211020
20210501,06-Jul-18,21011,Henkel,15842.06,201807,10210430
20210825,29-Aug-18,25839,Cummins,50100,201808,10210794
20210953,18-Sep-18,26657,AMAT,24247,201809,10210853
20210827,29-Aug-18,25878,AMAT,16700,201808,10210679
20210244,21-May-18,20001,Henkel,56250,201805,10210205
20610280,24-Jul-18,21229,IR,4379.4,201807,10610239
20610458,17-Sep-18,26661,ABB India,5604,201809,10610337
20210271,28-May-18,19700,Rex Industries,67500,201805,10210196
21210053,20-Aug-18,26167,Piramal,804.8,201808,11210049
20210517,10-Jul-18,19980,Henkel,19800,201807,10210216
20610254,14-Jul-18,25088,ABB India,440,201807,10610196
20910098,12-Oct-18,27924,Graziano,43200,201810,10910127
20610368,21-Aug-18,26369,GE Power Systems,1140,201808,10610306
20610367,21-Aug-18,26369,GE Power Systems,5700,201808,10610306
21210050,18-Aug-18,25947,Piramal,8157.89,201808,11210047
20211153,11-Oct-18,27794,Henkel,1700,201810,10211072
21210046,01-Aug-18,20860,Piramal,17850,201808,11210038
20610372,22-Aug-18,21460,GE,6194.87,201808,10610298
20210668,06-Aug-18,25250,Henkel,31973.83,201808,10210662
20211037,28-Sep-18,27295,Henkel,3764.71,201809,10210998
20210655,31-Jul-18,25208,Piramal,23373.8,201807,10210500
21010010,13-Apr-18,18894,Asahi India Glass,36400,201804,10910002
20610477,19-Sep-18,27139,GE Power Systems,39473,201809,10610373
20210903,07-Sep-18,26579,Henkel,14726.32,201809,10210865
20610443,11-Sep-18,26271,GE,26966.3,201809,10610359
20610398,30-Aug-18,26106,GE,248162,201808,10610328
20210793,24-Aug-18,25528,BEL Optronic,4262.22,201808,10210700
20610379,24-Aug-18,26093,GE Power Systems,3600,201808,10610317
20210798,24-Aug-18,21481,GTC,2434.47,201808,10210647
20610478,19-Sep-18,27172,IR,2040,201809,10610374
20610290,25-Jul-18,21028,IR,2400,201807,10610242
20610168,25-Jun-18,21364,IR,6000,201806,10610165
20211130,09-Oct-18,27249,Henkel,35042.64,201810,10210993
20211028,27-Sep-18,27122,Henkel,5100,201809,10210932
20210826,29-Aug-18,26368,AMAT,6115,201808,10210774
20610274,19-Jul-18,19668,GE Power Systems,2679,201807,10610103
20610258,17-Jul-18,21464,ABB India,11500.91,201807,10610195
20610212,04-Jul-18,19849,GE Power Systems,14400,201807,10610193
20610543,11-Oct-18,17991,GE Power Systems,13580,201810,10300021
20610342,14-Aug-18,25681,GHCL,819,201808,10610247
20210175,10-May-18,19314,Henkel,28125,201805,10210035
20610593,24-Oct-18,25966,IR,12000,201810,10610387
20210289,31-May-18,18528,Cummins,35021.74,201805,10200235
21310001,31-Jul-18,12443,Galiakotwala,16833163.05,201807,10210792
20610310,31-Jul-18,25677,IR,16500,201807,10610265
20210821,28-Aug-18,26025,AMAT,31984.44,201808,10210742
20610318,01-Aug-18,25568,IR,5850,201808,10610262
20610385,27-Aug-18,10491,GE Power Systems,23500,201808,10610147
20610388,27-Aug-18,26445,GE Power Systems,61250,201808,10610313
20610330,08-Aug-18,25973,IR,1944,201808,10610271
20210796,24-Aug-18,25876,JLL,139611.06,201808,10210760
20210876,05-Sep-18,25329,Henkel,101075,201809,10210780
20210656,01-Aug-18,25883,SSI,24300,201808,10210652
20210809,27-Aug-18,20887,Duroshox,7440.3,201808,10210648
20210370,14-Jun-18,19358,Henkel,10526.32,201806,10210172
20210658,01-Aug-18,25116,Henkel,94500,201808,10210476
20610315,31-Jul-18,25240,IR,22856,201807,10610246
20610370,22-Aug-18,25464,IR,7500,201808,10610263
20210472,02-Jul-18,20029,GE,19560,201807,10210399
20210615,26-Jul-18,21117,Henkel,24027.37,201807,10210426
20610459,17-Sep-18,26448,ABB India,19000,201809,10610329
20610524,05-Oct-18,26335,GE,600,201810,10610352
20210954,18-Sep-18,25297,GE,112021.92,201809,10210758
20210812,28-Aug-18,26667,JSE,2001250.91,201808,10210805
20210704,09-Aug-18,25918,Henkel,5215,201808,10210672
20610479,19-Sep-18,27138,GE Power Systems,1650,201809,10610370
20610511,04-Oct-18,27229,ABB India,7146.76,201810,10610410
20210801,27-Aug-18,25995,AMAT,2856.54,201808,10210708
20610338,11-Aug-18,20792,GE Power Systems,2140,201808,10610102
20210822,28-Aug-18,26178,Henkel,16240,201808,10210716
20610518,05-Oct-18,27044,ABB India,40069.42,201810,10610383
20210707,09-Aug-18,25945,Henkel,910,201808,10210673
20210929,12-Sep-18,26432,AMAT,85466.67,201809,10210770
20210819,28-Aug-18,25297,GE,112363.2,201808,10210758
20210820,28-Aug-18,25297,GE,10000,201808,10210758
20610637,01-Nov-18,26268,GE Power Systems,1297026,201811,10610290
20610363,21-Aug-18,26188,IR,15385,201808,10610305
20210823,28-Aug-18,26637,VVF India,1400,201808,10210816
20610640,02-Nov-18,27322,IR,71820,201811,10610459
20210830,29-Aug-18,26711,AMAT,390,201808,10210822
20210483,04-Jul-18,20838,Henkel,8021.02,201807,10210341
20610560,15-Oct-18,28041,ABB India,54500,201810,10610451
20610374,24-Aug-18,21028,IR,4914,201808,10610242
20610519,05-Oct-18,25414,Asahi India Glass,15260,201810,10610416
20210205,17-May-18,17897,Stanley Engineered,49840,201805,10200196
20610394,29-Aug-18,26093,GE Power Systems,2400,201808,10610317
20610331,08-Aug-18,26108,IR,55860,201808,10610277
20210375,15-Jun-18,18686,Henkel,8064.52,201806,99999028
20210972,20-Sep-18,25575,Maschio,225000,201809,10210644
20210916,11-Sep-18,20887,Duroshox,34039.52,201809,10210648
20610404,31-Aug-18,25884,GHCL,35036,201808,10610292
20610409,31-Aug-18,26093,GE Power Systems,2400,201808,10610341
20210975,20-Sep-18,21124,Cummins,9138.12,201809,10210830
20610377,24-Aug-18,25464,IR,3900,201808,10610263
20610284,24-Jul-18,25088,ABB India,5972,201807,10610196
20211230,24-Oct-18,27610,Huntsman,27578.43,201810,10211047
20210181,11-May-18,18400,Henkel,5535,201805,10210032
20210632,27-Jul-18,19254,GE,8948,201807,10210313
20210894,06-Sep-18,26117,Henkel,20145.53,201809,10210709
20210219,18-May-18,19358,Henkel,10526.32,201805,10210172
